pdv;premise;categoria_pdv;zipcode
4801770690655131603;On Premise;Other On Premise;80220
229635910959245392;On Premise;Other On Premise;81657
5303255421255695370;Off Premise;Convenience;30519
8323861383952325780;Off Premise;Convenience;30124
3641535639782292355;On Premise;Restaurant;30114
6026925597773917967;Off Premise;Convenience;80601
8554285168665224680;On Premise;Restaurant;80537
18388652868619313;On Premise;Restaurant;80104
712222956328475707;On Premise;Restaurant;81321
1677695289357469360;On Premise;Restaurant;80234
5695485229913786390;Off Premise;Package/Liquor;30328
861332047377267755;On Premise;Restaurant;30707
2357088255499328503;On Premise;Restaurant;80202
8490854564567692653;On Premise;Theatre;80906
4030083900359796157;Off Premise;Grocery;30092
778225826458121871;On Premise;Restaurant;80228
6739340060308356953;On Premise;Bar;80487
163566160548361866;On Premise;Restaurant;30346
1621482320683230024;Off Premise;Convenience;30044
4505493051506735442;On Premise;Bar;80814
2291789831377199489;Off Premise;Convenience;81321
1022980495504766810;On Premise;Barbeque;30013
6131287362105930366;On Premise;Pizza;30189
1052746582799504067;Off Premise;Super Center;30165
1896185859071089204;On Premise;Restaurant;30096
5371588634611011034;Off Premise;Package/Liquor;80003
8472308712651748451;On Premise;Restaurant;80922
203558316140139494;Off Premise;Convenience;30083
8323927847792927358;Off Premise;Convenience;80108
6719578052898774322;On Premise;Italian;80202
8979039485863308815;On Premise;Restaurant;30092
4515608030061257205;Off Premise;Convenience;80634
5539237503400492304;Off Premise;Grocery;81301
7401826619386954541;On Premise;Restaurant;81004
2646174447550991005;On Premise;Other On Premise;80206
7527401502698674978;On Premise;Mexican Rest;80423
8282453570336594854;Off Premise;Convenience;30721
4680048257876810821;Off Premise;Package/Liquor;80020
6470317493035562435;On Premise;Coffee House;80122
2358720977449550196;On Premise;Bar;80203
4851251466507881890;On Premise;Sample Room;30120
2942304817906991103;On Premise;Golf - Public;30161
3740747869689100791;Off Premise;Convenience;30125
2551935059191202418;On Premise;Barbeque;30030
386410744984282422;On Premise;Restaurant;80516
4876483658279699669;Off Premise;Convenience;30092
2299403688124639884;On Premise;Restaurant;30326
6860158791337248832;Off Premise;Convenience;30058
2519707548936057256;On Premise;Mexican Rest;80033
7629571238984774724;Off Premise;Convenience;80011
3560575470689253423;Off Premise;Convenience;80910
6850867026008593585;Off Premise;Super Center;30117
4914131370096944188;On Premise;Bar;80487
6625536461243328558;Off Premise;Convenience;30518
7852430039875502182;Off Premise;Convenience;80524
3874043964453559360;On Premise;Restaurant;30317
5280994249516524931;Off Premise;Package/Liquor;80433
1106178557980330101;On Premise;Golf - Public;80132
4596400589938852106;Off Premise;Package/Liquor;81212
8218406320822933917;On Premise;Golf - Public;30518
7255764523530669673;Off Premise;Convenience;30540
596381198855030275;On Premise;Service Org;80214
5827143311232566736;Off Premise;Convenience;30035
2450032816184467087;On Premise;Bar;30305
6829565529329368846;On Premise;Restaurant;80498
3109357064418299122;Off Premise;Super Center;80233
5058098173176776881;On Premise;Restaurant;80022
2419595050523285172;On Premise;Restaurant;80203
1012525067570406577;Off Premise;Package/Liquor;80110
6825966060938407713;Off Premise;Grocery;30121
3565793477715684935;Off Premise;Grocery;31404
3104443331996726434;On Premise;Pizza;80108
7541239604440826786;Off Premise;Convenience;80911
2014620916235639566;On Premise;Mexican Rest;30022
2827750909553893451;Off Premise;Package/Liquor;81004
2446492907179844479;On Premise;Bar;80303
8852149072291416502;On Premise;Restaurant;30329
6348848880480032490;On Premise;Restaurant;80010
9191426288226387170;Off Premise;Package/Liquor;80227
8891570961476973605;On Premise;Billiard/Bowling;80226
2166008868001080917;On Premise;Restaurant;80424
4309474241319292940;Off Premise;Package/Liquor;80022
7779844142850958190;Off Premise;Convenience;30165
3206112311363780486;On Premise;Church;80498
8408358783523196719;On Premise;Restaurant;81657
2935654780175473114;Off Premise;Convenience;30540
1326754154636276021;Off Premise;Package/Liquor;80723
4007969810439199768;On Premise;Italian;80920
8212595102442217388;Off Premise;Convenience;80226
6729246524729330029;On Premise;Restaurant;80021
5598474048099626639;On Premise;Restaurant;80601
8553358258445077582;Off Premise;Convenience;30125
8378490349957151850;On Premise;Mexican Rest;30043
4512244398631974944;On Premise;Golf - Public;80915
569413728389810765;On Premise;Bar;30161
6254775578918378363;On Premise;Mexican Rest;30305
9021324694239610922;On Premise;Bar;80211
3089017042732210670;On Premise;Restaurant;81521
4580139792529867745;On Premise;Church;80012
264143683073536093;On Premise;Bar;80206
3705696282100694256;On Premise;Hotel/Motel;80906
4714615917370769195;Off Premise;Package/Liquor;81303
5703230120816074877;On Premise;Barbeque;30092
7633005805630524619;On Premise;Other On Premise;80134
7269921238287062930;Off Premise;Grocery;30034
7662358602572343755;Off Premise;Convenience;80011
6153150012413962610;Off Premise;Convenience;80909
8367797042591329328;Off Premise;Convenience;80202
7081850822033995538;On Premise;Restaurant;30078
1479198150239511339;On Premise;Night Club;30044
6224787831074724693;On Premise;Bar;80226
1662076306780651086;Off Premise;Convenience;30021
1142753305583873152;On Premise;Billiard/Bowling;30165
974186351625258811;Off Premise;Convenience;30721
6352556145466717119;Off Premise;Convenience;80014
7593853355214018982;On Premise;Sports/Rec Club;80813
3287347492557656598;Off Premise;Drug;80918
311603021985927388;Off Premise;Package/Liquor;80014
5943507669124515825;On Premise;Restaurant;80021
3060132214071414550;Off Premise;Grocery;30047
1364039364236729876;Off Premise;Convenience;80403
8664307655816490230;Off Premise;Package/Liquor;80132
6042384789791786205;Off Premise;Convenience;30047
8250311524457044222;On Premise;Mexican Rest;80027
8181279591363739469;Off Premise;Convenience;30125
639982702520322930;On Premise;Bar;30742
1118964558116333244;Off Premise;Super Center;30024
2065880055130856849;On Premise;Golf - Private;30305
2694375902625525495;On Premise;Restaurant;80634
6866071737754170364;On Premise;Service Org;81007
2263877998243468816;On Premise;Restaurant;81120
2298642982334147021;On Premise;Restaurant;80701
5088278728836950598;Off Premise;Package/Liquor;30021
7742262901575203535;On Premise;Mexican Rest;80210
3019054187156432880;On Premise;Restaurant;80634
7656103560480770394;On Premise;Sports/Rec Club;80118
3665974538864618356;On Premise;Restaurant;80424
816138554245590058;On Premise;Restaurant;80109
6690123281529772395;On Premise;Restaurant;80212
8758218561472407887;Off Premise;Package/Liquor;80537
3718607861426795837;Off Premise;Grocery;30102
2683380644505510999;On Premise;Restaurant;80002
6411199646128488619;On Premise;French;80209
8260858825431806695;On Premise;Bar;80202
5304502501281718085;On Premise;Bar;81147
6982805652387506764;On Premise;Bar;30316
8707777830975038139;On Premise;Other On Premise;81401
9079789841868103720;On Premise;Restaurant;81620
4367461577648855909;On Premise;Restaurant;80014
53494260935480310;Off Premise;Package/Liquor;30022
7657500114913975386;Off Premise;Convenience;30088
3924103965289806910;Off Premise;Convenience;80022
1786582289390321228;On Premise;Bar;80424
6389748907198663834;Off Premise;Package/Liquor;30318
4199332303748114695;On Premise;Barbeque;30165
9173760117325450261;Off Premise;Package/Liquor;80526
7371661700724231998;On Premise;Restaurant;80501
8109572202300127572;Off Premise;Convenience;80911
2110675845157164257;On Premise;Barbeque;30513
1483897277499495670;Off Premise;Package/Liquor;30329
1949098238221820713;Off Premise;Package/Liquor;80135
4331180177035626009;Off Premise;Package/Liquor;81623
9058935403664446632;On Premise;Restaurant;30341
1596778780461410928;On Premise;Mexican Rest;80501
2192116250020194663;On Premise;Irish;80517
7385612380127801304;On Premise;Special Event;80134
5246023627882509444;On Premise;Restaurant;80909
7488369593216142047;On Premise;Special Event;80202
3756723635434059921;Off Premise;Package/Liquor;31322
4751680379039188263;On Premise;Bar;80206
5091081665250785348;On Premise;Restaurant;80227
9190753397595862333;On Premise;Hotel/Motel;80631
3819604826532528261;On Premise;Bar;30540
2677167188385616390;On Premise;Bar;30303
8209737130172179787;On Premise;Restaurant;80104
1935286950077129761;On Premise;Hotel/Motel;80228
6111442595880816185;Off Premise;Grocery;80125
7131609327630142885;Off Premise;Convenience;81201
1233243227867615473;On Premise;Restaurant;80206
8491444596495451004;On Premise;Mexican Rest;80517
1113733689392782656;On Premise;Restaurant;30101
5228435363542976235;Off Premise;Grocery;81201
109563964543609459;Off Premise;Convenience;30540
337939019577479306;On Premise;Restaurant;80904
4107503636705720428;Off Premise;Convenience;30093
2692382793132201115;Off Premise;Convenience;30125
4876089923010229584;Off Premise;Convenience;80219
6406011870242795029;On Premise;Service Org;81301
4814351783877390613;On Premise;Mexican Rest;30329
1991570509503070331;Off Premise;Package/Liquor;80214
6040998228559759021;On Premise;Bar;80212
1217943773325345571;On Premise;Stadium/Concession;80204
759631400518335198;Off Premise;Convenience;30721
330741848845524137;On Premise;Restaurant;30096
3874157048238146164;Off Premise;Package/Liquor;80211
4571688898339223729;On Premise;Restaurant;81067
4122997167147939398;Off Premise;Drug;30165
4604542000628908016;On Premise;Restaurant;80129
1452084132703368034;Off Premise;Package/Liquor;80911
5356698281804207798;On Premise;Restaurant;80202
473970979446622635;Off Premise;Package/Liquor;80223
3010672134058785329;On Premise;Restaurant;30033
5597621979129292018;On Premise;Restaurant;30306
329646806395147474;Off Premise;Convenience;30092
3962013785350725231;Off Premise;Package/Liquor;30041
7789317783644238662;On Premise;Restaurant;80109
8944116206836048237;Off Premise;Package/Liquor;80912
8644995156348907028;On Premise;Restaurant;80435
7067995039586069482;Off Premise;Package/Liquor;30024
8377699056698969249;On Premise;Bar;80232
9113179452898938049;On Premise;Restaurant;30742
1221701519040913027;Off Premise;Convenience;30125
7343419310207129828;On Premise;Other On Premise;80002
5609899777889238613;Off Premise;Package/Liquor;31601
2486156674680355695;On Premise;Bar;80910
7834637340449746087;On Premise;Restaurant;31410
1057921504644721385;Off Premise;Package/Liquor;80104
4410177735459263970;On Premise;Hotel/Motel;80227
7952812749564782615;On Premise;Theatre;80206
4059775999617744315;On Premise;Mexican Rest;80023
3839909479266072409;On Premise;Restaurant;80631
452599894539802508;On Premise;Restaurant;30305
5571658043261637873;Off Premise;Package/Liquor;81008
3650245775275558974;Off Premise;Package/Liquor;30032
6128324982971118077;Off Premise;Convenience;30071
5859579385196008536;Off Premise;Convenience;81008
2342609931539714731;Off Premise;Package/Liquor;30436
4358496217926250439;On Premise;Mexican Rest;30143
7699592943129463706;On Premise;Korean;30329
2443611781324504212;On Premise;Restaurant;80919
7746871454009437165;On Premise;Italian;30161
1541856803949417830;On Premise;Asian;30165
3468513877169420850;Off Premise;Convenience;30024
217259671743916895;On Premise;Bar;30120
285550405746452521;On Premise;Asian;80202
4431162558915889883;Off Premise;Convenience;80863
1963443281768729293;On Premise;Other On Premise;80204
6710015359738651717;On Premise;Hotel/Motel;30022
1108956045406349009;On Premise;Mexican Rest;80233
5815818110321232954;On Premise;Bar;80513
1446609122887828764;On Premise;Restaurant;30306
2375479038769278301;On Premise;Restaurant;30071
6709581112187264231;Off Premise;Convenience;30747
3612545339922133757;Off Premise;Package/Liquor;31601
8401193884441096402;On Premise;Restaurant;30165
8794439257234328154;Off Premise;Convenience;80631
3172694699674298959;Off Premise;Package/Liquor;80924
6879735047914091162;Off Premise;Convenience;81520
7759382179271473142;Off Premise;Package/Liquor;30341
5588014092818255204;Off Premise;Convenience;30753
6306607931835872623;Off Premise;Convenience;30701
1703758869724246102;Off Premise;Package/Liquor;80123
5598989313120351915;On Premise;Bar;80808
2248542249914971601;On Premise;Other On Premise;80210
6848383886104325656;On Premise;Hotel/Motel;81611
9210851073887132169;Off Premise;Convenience;30728
4209346909145472553;Off Premise;Package/Liquor;80023
5435743825062464206;Off Premise;Package/Liquor;81301
2680886868242887886;On Premise;Sample Room;31601
3872663998971352386;Off Premise;Convenience;30083
1445553024982864158;Off Premise;Package/Liquor;30040
2018391230348869530;Off Premise;Package/Liquor;80403
6364536613514008327;On Premise;Golf - Public;80720
6808362413565526205;Off Premise;Convenience;80124
9032081529810835018;On Premise;Bar;80903
6458845573554574344;On Premise;Special Event;81212
2906352622571686230;On Premise;Bar;81073
2310906233908136159;On Premise;Asian;80206
3698226779575394050;On Premise;Theatre;81321
1915416442148104252;On Premise;Restaurant;80517
3697152907794025706;Off Premise;Package/Liquor;80229
6788607099931545929;On Premise;Restaurant;30075
1005375718888197324;Off Premise;Convenience;80530
4174863821341980660;On Premise;Sports/Rec Club;80435
2310696754820727;Off Premise;Package/Liquor;30281
8132885881884572604;On Premise;Restaurant;80212
1126541303553447992;On Premise;Restaurant;81201
3836697686659988153;On Premise;Bar;30043
6211473009596393179;Off Premise;Drug;30752
696078369567818840;On Premise;Bar;80759
7333735662583810565;On Premise;Restaurant;80903
